lat,lng
55.71565877,12.57721622
55.71566557,12.57718127
55.64840705,12.5367154
55.64817181,12.53635458
55.70630523,12.57150872
55.70612727,12.57201598
55.70642961,12.57172219
55.7064833,12.57181019
55.70625441,12.57223617
55.6968737,12.52509261
55.69684912,12.52507589
55.70225336,12.51859349
55.70363885,12.51716055
55.70456697,12.51660849
55.70157587,12.51946467
55.69706778,12.52572562
55.69824255,12.52348715
55.6974817,12.52438341
55.69695749,12.5250829
55.6915445,12.53916301
55.69117846,12.53918218
55.69145831,12.53931454
55.69137614,12.53939764
55.69128421,12.53925172
55.69135341,12.53925729
55.69150582,12.53865754
55.66661875,12.61589953
55.66658822,12.61592438
55.66680461,12.61571157
55.66682201,12.61574627
55.66657588,12.61588643
55.66660647,12.61585804
55.66229261,12.60453822
55.6628898,12.60602657
55.66248059,12.60486806
55.70544463,12.49832833
55.70430433,12.49882956
55.70403163,12.49851967
55.70402466,12.49845753
55.70410921,12.49832588
55.70411163,12.49824811
55.70411578,12.49807068
55.70411822,12.49799196
55.7139573,12.47611582
55.71505243,12.47666408
55.67504223,12.58638027
55.67525278,12.58673621
55.67524266,12.58569483
55.67522807,12.58575937
55.67581239,12.58293855
55.67584194,12.58289919
55.71876765,12.55617031
55.72152425,12.54613114
55.66618197,12.54380691
55.66611267,12.54388177
55.66615339,12.54387754
55.66617952,12.54330792
55.66652832,12.54390995
55.66633773,12.54340105
55.66644316,12.54345642
55.66667498,12.54359343
55.66692604,12.5437362
55.66708248,12.54382713
55.66724923,12.54392087
55.65892512,12.53989325
55.66744733,12.54403334
55.65622608,12.62939519
55.6692849,12.59525155
55.66922906,12.59517786
55.66930388,12.59529124
55.66920463,12.59513968
55.6985665,12.54019169
55.69852053,12.54034515
55.67967933,12.57356713
55.67976267,12.57352224
55.67979557,12.5735032
55.66768296,12.59753058
55.71170258,12.4717798
55.71175552,12.47163313
55.71180248,12.4717075
55.7118425,12.47167469
55.71186259,12.47178257
55.69822522,12.51591648
55.68265006,12.48625083
55.67836566,12.57966282
55.67831495,12.57968476
55.6782716,12.57971182
55.67822377,12.57972073
55.67835597,12.58000985
55.67830031,12.5800174
55.67824749,12.58003426
55.67842575,12.5799819
55.65497637,12.61382829
55.65498496,12.61380394
55.66075749,12.48408634
55.66071917,12.48375915
55.66536043,12.55804717
55.67019625,12.56552299
55.67003111,12.56552969
55.66537476,12.55808217
55.66533291,12.55804167
55.6654567,12.55859876
55.66546176,12.55853267
55.65251335,12.60235727
55.69604635,12.57270677
55.70917992,12.46388952
55.68237843,12.56798861
55.68256915,12.56841065
55.68301555,12.56823492
55.68256632,12.56785972
55.68271541,12.56783662
55.68331035,12.56910582
55.66776414,12.54813029
55.66805648,12.54915367
55.6680111,12.54900127
55.66781846,12.54906309
55.66805196,12.54988294
55.66863222,12.55112548
55.66844626,12.55114555
55.6692726,12.55398146
55.66930681,12.55409318
55.66982796,12.55512843
55.66993717,12.5562632
55.67080967,12.55891089
55.67163441,12.56146637
55.67179372,12.56139179
55.67193813,12.56237453
55.67207346,12.56225921
55.65626256,12.62968589
55.70164207,12.58056095
55.70734537,12.57706986
55.70734482,12.57712553
55.68841383,12.5424261
55.68857443,12.5427883
55.68871223,12.5429241
55.68868371,12.54274806
55.69670187,12.5517676
55.6950701,12.5499264
55.68935895,12.5433678
55.6887368,12.54272231
55.68870088,12.54268337
55.70066116,12.55633796
55.70088876,12.55660146
55.70112599,12.55685881
55.6884864,12.54241156
55.70832729,12.57229593
55.70830006,12.57212601
55.69940175,12.55420846
55.69940379,12.55429115
55.70485538,12.56043399
55.68842584,12.54234694
55.70855974,12.575411
55.68814066,12.54349768
55.6881778,12.54354515
55.68824111,12.54363433
55.68821693,12.54358255
55.68823455,12.54417985
55.68823731,12.54408452
55.65074392,12.50472638
55.6517093,12.49748249
55.65262929,12.49304434
55.69265238,12.59035821
55.69854861,12.54011233
55.68277622,12.57382622
55.70187063,12.53383221
55.72009397,12.53127158
55.72637982,12.52553238
55.71166309,12.53186528
55.71169874,12.53227682
55.70575177,12.53190351
55.71713201,12.53099121
55.72014962,12.53126831
55.67513864,12.57624582
55.67516967,12.57620757
55.67511114,12.57626831
55.67318795,12.57936195
55.67310414,12.57946117
55.67301902,12.5795596
55.67434499,12.57715957
55.67455846,12.57690519
55.67459895,12.5768594
55.6747036,12.57672377
55.67530368,12.57603282
55.67533439,12.57600263
55.67408685,12.57748115
55.67406464,12.57750995
55.66916024,12.54695982
55.66887237,12.54526197
55.66888312,12.54531925
55.66888598,12.54539136
55.66889039,12.54546482
55.71507821,12.46289979
55.71018739,12.47759226
55.70953183,12.48000017
55.70965687,12.47961589
55.70967102,12.47957559
55.70980637,12.47917851
55.70992017,12.47884317
55.71004711,12.47847017
55.71019385,12.47804055
55.71020834,12.47799931
55.71575945,12.46013038
55.71026887,12.47767183
55.70449661,12.52620255
55.70739521,12.48644598
55.707282,12.48674255
55.70726565,12.4867867
55.70593756,12.50930629
55.69666308,12.58976541
55.69660912,12.58981134
55.69686958,12.59024601
55.6796971,12.57234786
55.67967512,12.57224345
55.67982965,12.5729633
55.67981187,12.57287588
55.70877679,12.58244335
55.70885694,12.58245597
55.70828666,12.58244465
55.7081947,12.58243623
55.71052354,12.48458456
55.71056689,12.48446227
55.71166833,12.48117009
55.71242578,12.47904596
55.66602781,12.52054902
55.6651482,12.51948918
55.66412979,12.51912002
55.66424311,12.51916267
55.66443687,12.51713011
55.66411903,12.51912018
55.67390225,12.55565145
55.6609225,12.51676554
55.66092553,12.51672535
55.66112521,12.51688911
55.66123425,12.51697861
55.6612252,12.51701945
55.6611189,12.5169316
55.64271933,12.50107429
55.65040972,12.50735289
55.65048683,12.50729543
55.66151161,12.51766956
55.6614878,12.51777598
55.66146765,12.51817345
55.6775114,12.57799323
55.67753178,12.57797445
55.67747312,12.57777095
55.67742445,12.57781789
55.67768533,12.5793098
55.67758092,12.57872465
55.6775525,12.57855872
55.67743673,12.57824141
55.67749839,12.57840618
55.68955132,12.57001128
55.6781587,12.57251742
55.67822257,12.57219907
55.67825706,12.57230081
55.67799601,12.57176239
55.67816994,12.57204571
55.67818345,12.57208506
55.67220277,12.55488679
55.67218942,12.55495225
55.67221031,12.55503414
55.72176637,12.48904855
55.68728045,12.57874035
55.6872546,12.57843896
55.68825132,12.58717935
55.68814325,12.58759062
55.69199923,12.51459299
55.69625673,12.50785076
55.68595144,12.56891863
55.68599524,12.56880874
55.68603691,12.56870416
55.69335771,12.51251773
55.69337616,12.51258795
55.69329578,12.51266262
55.69323864,12.51285279
55.69327848,12.51281456
55.69319842,12.51289147
55.6930282,12.51342322
55.69298972,12.51346041
55.69293071,12.51351525
55.69288918,12.51355227
55.68618838,12.49926345
55.68617181,12.49857015
55.68592019,12.49809779
55.68591241,12.49810916
55.68289648,12.49224973
55.68616482,12.49858065
55.6911395,12.51582967
55.68803078,12.59265973
55.68840546,12.59220179
55.68850488,12.59208099
55.68905707,12.59141022
55.68931594,12.59109115
55.69011049,12.59011309
55.69037105,12.58978569
55.69095893,12.58825168
55.69098624,12.58825844
55.69107719,12.58806241
55.69086167,12.5891853
55.67992407,12.57613549
55.6799703,12.57605577
55.67971718,12.57556256
55.67969055,12.5755885
55.67967453,12.57589862
55.67970359,12.57597347
55.67991273,12.57609521
55.67994256,12.57616092
55.67998147,12.57610518
55.67995003,12.57603328
55.67996699,12.576144
55.6799256,12.5760502
55.68001577,12.57597734
55.6800434,12.57608881
55.68006713,12.57620838
55.69554033,12.5534429
55.68041236,12.58779047
55.66396437,12.58208134
55.66563921,12.57815315
55.66535841,12.57880432
55.70563344,12.57695188
55.70557769,12.57685929
55.70528372,12.57638051
55.70522985,12.57628262
55.70521502,12.5767134
55.7052149,12.57680844
55.70523438,12.57675966
55.70493611,12.57691601
55.70488561,12.57691692
55.70488601,12.57701294
55.70494029,12.57700847
55.70499343,12.57700864
55.7050429,12.57700579
55.70510246,12.5770035
55.70488587,12.57710892
55.7049449,12.5771066
55.70499224,12.57710457
55.70504968,12.57710122
55.70510498,12.57709963
55.65119415,12.53637801
55.65117557,12.53645108
55.65109304,12.53662413
55.65119137,12.53674306
55.65121189,12.53676713
55.68072702,12.56204545
55.67626206,12.57343807
55.67986215,12.56402154
55.67479564,12.57017702
55.67522121,12.56930968
55.67519828,12.56935479
55.70599745,12.55662715
55.67507415,12.56962393
55.67505103,12.56967018
55.67493879,12.56988603
55.67491881,12.56992425
55.67481963,12.5701345
55.67466144,12.57044316
55.67471421,12.56934942
55.67459428,12.56959085
55.67447184,12.569836
55.67463776,12.57048684
55.67399023,12.57080075
55.67384686,12.57108762
55.67368372,12.57141635
55.67135744,12.57711837
55.67145213,12.57693067
55.67432827,12.570124
55.67418405,12.57042176
55.67284999,12.57432355
55.6715608,12.57671562
55.66366944,12.57990321
55.66320272,12.58100104
55.67099785,12.56149995
55.67096991,12.56141896
55.66978338,12.55917342
55.66980875,12.55922474
55.66983006,12.55926961
55.66990335,12.55942003
55.66992342,12.55946313
55.66995095,12.55951855
55.66996914,12.55955926
55.67004207,12.55971137
55.67006223,12.55974937
55.67008796,12.5598101
55.67010606,12.55984426
55.67060553,12.56106169
55.6706419,12.5611726
55.67098625,12.56146148
55.66964629,12.55887246
55.66967275,12.55893721
55.66969029,12.55898024
55.66976392,12.55913206
55.66962965,12.55883708
55.70094449,12.54376505
55.71344835,12.56020812
55.71272492,12.56033636
55.71275215,12.56032148
55.71284103,12.56035113
55.71286978,12.56033635
55.71301744,12.5601891
55.71302618,12.56023814
55.71310065,12.56072486
55.71312797,12.56070799
55.71319724,12.56063817
55.7131559,12.56059813
55.71308883,12.56058005
55.71307614,12.56083259
55.71306857,12.5606324
55.71303155,12.56066757
55.71284072,12.56085188
55.68941275,12.54503404
55.68945493,12.54507775
55.68933965,12.54493664
55.68929165,12.54489013
55.70860965,12.55833693
55.70668001,12.55414738
55.70747963,12.51361294
55.70918168,12.50851082
55.68285305,12.57570173
55.6829881,12.57567612
55.67602353,12.5874497
55.6760039,12.58738942
55.67721175,12.59062772
55.67718654,12.5906254
55.67718835,12.59056364
55.67607852,12.58763021
55.67597576,12.58636114
55.67605408,12.58753508
55.67600483,12.58595441
55.67603391,12.58557737
55.67606333,12.58519928
55.67692479,12.58436009
55.67694102,12.58431464
55.70530152,12.52287646
55.66715425,12.50341944
55.66711228,12.50362794
55.68254471,12.55470689
55.68261381,12.55474324
55.68224387,12.55613909
55.68230197,12.55617482
55.69649283,12.52544575
55.69662148,12.52709927
55.69658044,12.52712326
55.69653512,12.52714081
55.6677407,12.50148333
55.66770272,12.50148817
55.69244215,12.58160642
55.69239957,12.58148088
55.69235252,12.58135922
55.7028082,12.58407799
55.70286706,12.58423247
55.66431123,12.59676984
55.66431955,12.59676862
55.6643147,12.59675767
55.67783617,12.58555004
55.67773889,12.58545136
55.67771881,12.58551947
55.67882418,12.58606549
55.67896046,12.58610672
55.67896513,12.58603847
55.67901104,12.58598371
55.67662701,12.58307706
55.67660873,12.58304329
55.67667549,12.58292461
55.69950102,12.58641404
55.69951366,12.58647171
55.69953847,12.58657612
55.70476458,12.5868063
55.70492825,12.5215279
55.70490583,12.52151044
55.70527115,12.52286651
55.70559421,12.52225073
55.70538382,12.52169347
55.70477279,12.52265577
55.70475948,12.52264629
55.70439596,12.52263817
55.70534926,12.52169109
55.69660459,12.51288954
55.69675381,12.51310279
55.68685401,12.56380935
55.68676873,12.56403392
55.68688768,12.56372683
55.68679221,12.56396069
55.68691923,12.56361003
55.68695281,12.56351854
55.6861388,12.56473325
55.68699315,12.56338785
55.68702645,12.56330629
55.68710763,12.56312458
55.68708052,12.5631868
55.68725183,12.56280248
55.68722263,12.56287783
55.68719129,12.56295164
55.68704559,12.56257174
55.68701926,12.56263691
55.68698719,12.56271195
55.686619,12.56368719
55.686652,12.56361556
55.68670076,12.56348564
55.6867283,12.56340852
55.68662979,12.56437987
55.6866999,12.56419219
55.68672744,12.56411507
55.68665453,12.56430251
55.68420895,12.58476647
55.69456281,12.59877878
55.68424609,12.58460439
55.66570468,12.55668613
55.66536195,12.55787278
55.66578947,12.55591003
55.66586192,12.55548156
55.66600917,12.55468495
55.66594836,12.55548382
55.66540129,12.55789297
55.71604967,12.57578137
55.6642961,12.58277686
55.66551036,12.579919
55.6640232,12.58313162
55.66482947,12.58149893
55.65313751,12.61148358
55.65436831,12.61839143
55.65461082,12.61813339
55.65420619,12.61622929
55.65415126,12.61593623
55.65385141,12.61532176
55.6539407,12.6149438
55.6539992,12.61523393
55.72286882,12.52993568
55.72278537,12.53027261
55.72283487,12.53031214
55.72228918,12.52984964
55.72251989,12.52981945
55.7226647,12.5299501
55.72270117,12.52994291
55.72278692,12.52998751
55.72264229,12.53014205
55.72278077,12.53004237
55.72284415,12.5300796
55.72268984,12.53019374
55.72284491,12.53013484
55.67193527,12.57215792
55.67884121,12.58208562
55.67862463,12.58219824
55.67872124,12.58215881
55.67875503,12.58214377
55.6785753,12.58222646
55.67844042,12.58173478
55.6784263,12.5816386
55.67841295,12.58154387
55.67840106,12.58145623
55.67888673,12.58206709
55.67893064,12.58151418
55.67893707,12.58204468
55.67894264,12.58159621
55.67895456,12.58168245
55.67897887,12.58202608
55.68193999,12.57773554
55.66525528,12.58200401
55.66483236,12.58301289
55.69629622,12.54294546
55.69579683,12.54297263
55.66365459,12.60302472
55.70160328,12.58106013
55.67292247,12.57432928
55.68029985,12.58324048
55.67594127,12.57576216
55.67581743,12.57559523
55.67580393,12.57559291
55.67613681,12.57606105
55.67627245,12.57628848
55.67644626,12.57657153
55.67662214,12.57683232
55.67678134,12.577078
55.67694739,12.57734098
55.67906454,12.59283788
55.67941725,12.59153167
55.67943054,12.59149231
55.67905372,12.59288463
55.6938541,12.59792528
55.68075625,12.58752204
55.6807443,12.58756937
55.68073171,12.58761549
55.68040072,12.58783538
55.6807197,12.5876623
55.68070729,12.58770911
55.6805494,12.58735166
55.68053689,12.58739863
55.68052438,12.58744468
55.68051258,12.58749067
55.68050031,12.58753782
55.67787855,12.56109643
55.67783859,12.56108788
55.67789143,12.56097411
55.67784796,12.56096221
55.6777758,12.57250637
55.67734029,12.57348155
55.69592676,12.47471178
55.69592842,12.47526983
55.69596461,12.4753028
55.69589385,12.47474437
55.69201562,12.56115325
55.69244801,12.56123008
55.69212307,12.56118551
55.69151171,12.56117968
55.6915552,12.5611888
55.69151456,12.56108183
55.69101073,12.5607747
55.69655846,12.56198527
55.69671093,12.56125227
55.69668142,12.56116374
55.69646523,12.56205352
55.69282676,12.56093236
55.69460293,12.56111296
55.69464298,12.56111998
55.69389569,12.59792622
55.69468472,12.56114252
55.6948743,12.56115902
55.6949211,12.5611653
55.69496511,12.56117158
55.69131804,12.56110567
55.6829103,12.56640124
55.68289548,12.56630662
55.68439621,12.57373091
55.68441734,12.5735518
55.68423324,12.57331774
55.68408356,12.57299429
55.68397919,12.57283189
55.6838178,12.57267634
55.68363037,12.5724782
55.68294013,12.5716248
55.68296681,12.57152405
55.68203855,12.56988265
55.68334195,12.57196221
55.68329969,12.57184834
55.68291231,12.57154201
55.68259328,12.57152436
55.68257954,12.57147725
55.68261124,12.57142664
55.69123356,12.55365791
55.69105613,12.55389724
55.69102783,12.5539549
55.69126446,12.55359929
55.69136032,12.55345611
55.69147479,12.55328319
55.69163735,12.55303345
55.69185358,12.55271788
55.69239175,12.55191038
55.69249358,12.55176511
55.69282419,12.55125941
55.69309966,12.5508469
55.69321046,12.55067476
55.6934976,12.55024562
55.69339406,12.5503986
55.69374795,12.54987549
55.69284019,12.55093193
55.69120597,12.55369411
55.69166387,12.5531253
55.6918022,12.55278856
55.69237928,12.55176247
55.69300338,12.55098497
55.69252683,12.55172104
55.69323737,12.55064189
55.69178844,12.55281173
55.69404703,12.54897679
55.6940469,12.54869801
55.69256095,12.5516666
55.69354796,12.55018034
55.69358082,12.55013315
55.69372575,12.54958251
55.69393456,12.54970768
55.69103186,12.55406151
55.69203,12.55255975
55.69126651,12.55334923
55.69032859,12.55507699
55.69008639,12.55504063
55.68961528,12.55582461
55.68879917,12.55801975
55.68784445,12.56106132
55.69441014,12.54922845
55.69434942,12.5492308
55.69431239,12.54923268
55.68761188,12.54690069
55.68471317,12.4840348
55.68478518,12.48388681
55.69128956,12.48060132
55.69146918,12.48057521
55.69188979,12.48466886
55.69166313,12.48364851
55.68720006,12.55191089
55.69630933,12.58723987
55.69635931,12.58654418
55.69630085,12.5870941
55.69642889,12.58599029
55.69640239,12.58620342
55.69658467,12.58796364
55.69685267,12.58291749
55.69682186,12.58296865
55.64762379,12.6221348
55.64785141,12.62184165
55.6499188,12.62085923
55.64998942,12.62083515
55.63020259,12.5801816
55.6307042,12.58037895
55.6296543,12.57996683
55.6292357,12.57991132
55.62924648,12.57983554
55.6290649,12.57997898
55.62901889,12.57996289
55.62896728,12.57994953
55.62892191,12.57993241
55.68015059,12.57528453
55.71463852,12.57450564
55.71450998,12.5745156
55.71438256,12.5745775
55.71437264,12.57213064
55.66989216,12.6095573
55.66999856,12.60770278
55.67098188,12.60657084
55.67725269,12.5758139
55.67727002,12.57584907
55.68072283,12.5862441
55.68076059,12.58615725
55.68068367,12.58629151
55.68052352,12.58631708
55.68042081,12.58625508
55.68035067,12.58616622
55.6803117,12.58608217
55.68028396,12.58598968
55.68027399,12.58590342
55.68028729,12.58571953
55.68034797,12.58562968
55.68045293,12.58557844
55.68051693,12.58558318
55.68061758,12.58564121
55.68068971,12.58573343
55.68072667,12.58582014
55.68075653,12.58588238
55.68077346,12.58599872
55.68676028,12.55356894
55.68677598,12.55357914
55.68675114,12.55375234
55.68668781,12.55408752
55.68671616,12.5538321
55.68672187,12.55385256
55.68681212,12.55348798
55.68684954,12.55357466
55.68686832,12.553564
55.68679934,12.55347871
55.70425069,12.4989226
55.69614394,12.58922283
55.69022713,12.58675111
55.68902723,12.58595876
55.68907122,12.58599325
55.68935362,12.58623685
55.69027822,12.58659462
55.68698556,12.58420533
55.68684705,12.58408768
55.65562265,12.49053297
55.65541456,12.49006874
55.68275659,12.57412011
55.68228763,12.57403602
55.68274137,12.57392094
55.68263575,12.57403346
55.65900993,12.60236277
55.65899924,12.60235856
55.65901141,12.60234158
55.65902595,12.60236393
55.68025593,12.57878266
55.68027951,12.57876002
55.68028922,12.57872495
55.68030644,12.57871211
55.68147101,12.57545889
55.68307963,12.58581514
55.68298577,12.58615341
55.68293947,12.58614936
55.68301449,12.58603081
55.68303546,12.58595355
55.68304408,12.58591002
55.6830876,12.58578412
55.6829982,12.58587201
55.68309079,12.58574294
55.68304783,12.5857375
55.70873465,12.53230352
55.67038201,12.58738677
55.67042579,12.58729597
55.67041174,12.58733239
55.67039774,12.58735747
55.67037779,12.58739613
55.69374831,12.59555355
55.69378134,12.59553103
55.69381504,12.59551112
55.6938488,12.59548866
55.6942157,12.59521154
55.69425283,12.59518785
55.69428587,12.59515526
55.69431565,12.59512344
55.71903729,12.47919065
55.71907318,12.47921937
55.66508031,12.58145785
55.66132746,12.60025
55.66131825,12.60025438
55.66221311,12.61566348
55.66203587,12.61473198
55.66194885,12.61379409
55.66193827,12.61374288
55.7091095,12.55547301
55.70985285,12.55500681
55.70374232,12.55715191
55.70377763,12.55709879
55.70368998,12.55724363
55.70379046,12.55715186
55.70359815,12.55743982
55.70359739,12.55748767
55.70336086,12.55780593
55.70422952,12.55718738
55.70488651,12.55697456
55.70514281,12.55689291
55.70579436,12.55669299
55.70716437,12.55694603
55.70668505,12.55710185
55.70630959,12.55717392
55.70618878,12.55727154
55.70584945,12.55739077
55.70522754,12.55757317
55.70342463,12.55864942
55.70949515,12.55581288
55.70980081,12.55560824
55.71256803,12.55153663
55.71300596,12.55082356
55.7152801,12.54638015
55.71912119,12.54368097
55.71935406,12.54294757
55.70346665,12.55854594
55.70350891,12.55843834
55.70459692,12.55777481
55.70402242,12.55795491
55.70630344,12.55710084
55.70849529,12.55633126
55.70885519,12.55613412
55.66542658,12.54630171
55.66551836,12.54611456
55.66549247,12.54632098
55.66549981,12.54603899
55.69472049,12.53811332
55.69455436,12.53810279
55.70791282,12.53956769
55.70162791,12.53704565
55.70161032,12.53700235
55.70162549,12.53696619
55.70162446,12.53692021
55.65890105,12.48966731
55.70757425,12.56168975
55.70754386,12.56170262
55.70742651,12.5617676
55.70740202,12.56177913
55.70735561,12.56180241
55.70738101,12.56178944
55.72226496,12.55569006
55.71547768,12.55909966
55.71544432,12.55909588
55.71412443,12.55965557
55.71609247,12.55749331
55.70136686,12.53778347
55.70142799,12.53779835
55.70150465,12.53782397
55.7014786,12.53781227
55.70152196,12.53777259
55.70163499,12.53680021
55.70155916,12.53755458
55.66357159,12.51670351
55.66354461,12.51856757
55.66354197,12.51869301
55.66352013,12.51534101
55.67849239,12.57901978
55.70787815,12.5836638
55.70542242,12.58143404
55.69214441,12.57821925
55.69227045,12.57804181
55.6922447,12.5780095
55.70341971,12.58533338
55.70344384,12.58532584
55.70349978,12.58531372
55.70352979,12.58561747
55.70347457,12.58562994
55.70345063,12.5856367
55.70340249,12.58565052
55.70337765,12.58565771
55.70330222,12.5856396
55.70327749,12.58540665
55.66702532,12.51324333
55.66702337,12.51319335
55.66702199,12.51314342
55.66701537,12.51304022
55.66701897,12.51309135
55.71270034,12.50498219
55.64884066,12.53461272
55.64882555,12.53465603
55.64893832,12.53432756
55.64859496,12.53438094
55.64866471,12.53457398
55.64888959,12.53446993
55.64887454,12.53451351
55.64831266,12.53093203
55.64869509,12.53308972
55.64892967,12.53369612
55.64902489,12.53375298
55.64908,12.53391523
55.64906537,12.53395917
55.6489233,12.53437089
55.64803872,12.52778978
55.64854533,12.53111804
55.64805832,12.52845864
55.64806293,12.52851412
55.64808251,12.5287322
55.6480892,12.5287957
55.64827603,12.52834739
55.64827966,12.52839493
55.64830862,12.5287097
