FID,id,vejkode,vejnavn,park_id,bydel,udstyr_type,tilstand,placering,foto,driftsopgave,fjernet,bemaerkning,reg_metode,reg_dato,rettet_dato,wkb_geometry
baenk_stol_bord.1,3980,1064,Carl Jacobsens Vej,,Valby,"Københavnerbænk, enkelt",Defekt/ødelagt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-16T00:00:00,2010-12-20T00:00:00,MULTIPOINT ((12.518827055027426 55.65334880485503))
baenk_stol_bord.2,4549,1109,Christian IV's Bro,0,Indre By,Granitbænk,Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Indmålt med GPS,,2010-08-10T00:00:00,MULTIPOINT ((12.587356763419129 55.67524611458086))
baenk_stol_bord.3,4548,1109,Christian IV's Bro,0,Indre By,Granitbænk,Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Indmålt med GPS,,2010-08-10T00:00:00,MULTIPOINT ((12.587363796674031 55.675279660482104))
baenk_stol_bord.4,4571,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.580048745480086 55.67286666850368))
baenk_stol_bord.5,4570,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.580109209970157 55.67289134790639))
baenk_stol_bord.6,4569,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.580186970037795 55.67292624924976))
baenk_stol_bord.7,4568,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.580257010737967 55.67296561544304))
baenk_stol_bord.8,4567,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.580340878199326 55.67299414537514))
baenk_stol_bord.9,4566,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.580412907848679 55.673029878584266))
baenk_stol_bord.10,4565,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.580489885490476 55.67306035420426))
baenk_stol_bord.11,4564,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.580561542354424 55.673092007772546))
baenk_stol_bord.12,4563,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.580636667698506 55.673124471187755))
baenk_stol_bord.13,4562,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.58071338497398 55.6731549052231))
baenk_stol_bord.14,4561,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.580790972201346 55.673189092720975))
baenk_stol_bord.15,4560,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke registreret,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.580871902140693 55.67322166800096))
baenk_stol_bord.16,4559,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.580947458912298 55.67325560364401))
baenk_stol_bord.17,4556,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.58117804794556 55.67335817543873))
baenk_stol_bord.18,4558,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.581024678665841 55.67329238195401))
baenk_stol_bord.19,4557,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.581093506624427 55.67332603645003))
baenk_stol_bord.20,4555,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.581239690700635 55.673384098175156))
baenk_stol_bord.21,4554,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.581314320966383 55.67342092395195))
baenk_stol_bord.22,4553,1132,Christians Brygge,0,Indre By,Plint,Rimelig/god stand,Andet,,Ikke registreret,Ikke fjernet,Tøjhusmuseet ejer pladsen,Indmålt med GPS,,2010-08-09T00:00:00,MULTIPOINT ((12.581380751660124 55.67345020742926))
baenk_stol_bord.23,2559,1132,Christians Brygge,,Indre By,Århusbænk,Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-20T00:00:00,2010-08-10T00:00:00,MULTIPOINT ((12.586274539835232 55.67493211919411))
baenk_stol_bord.24,2556,1132,Christians Brygge,,Indre By,Århusbænk,Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-20T00:00:00,2010-08-10T00:00:00,MULTIPOINT ((12.586379594014355 55.67498688410437))
baenk_stol_bord.25,4546,1128,Christiansborg Slotsplads,0,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,,2010-08-10T00:00:00,MULTIPOINT ((12.581837825041713 55.676772014741026))
baenk_stol_bord.26,2445,1128,Christiansborg Slotsplads,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-22T00:00:00,2010-08-10T00:00:00,MULTIPOINT ((12.580487688742027 55.67729434745438))
baenk_stol_bord.27,2442,1128,Christiansborg Slotsplads,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-22T00:00:00,2010-08-10T00:00:00,MULTIPOINT ((12.58034590895591 55.67735755338456))
baenk_stol_bord.28,2439,1128,Christiansborg Slotsplads,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-22T00:00:00,2010-08-10T00:00:00,MULTIPOINT ((12.580220997869421 55.67740276336715))
baenk_stol_bord.29,3052,1168,Classensgade,,Indre By,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-28T00:00:00,2011-02-22T00:00:00,MULTIPOINT ((12.582705491719349 55.69682899863354))
baenk_stol_bord.30,3051,1168,Classensgade,,Indre By,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-28T00:00:00,2011-02-22T00:00:00,MULTIPOINT ((12.58279587166391 55.69684597071976))
baenk_stol_bord.31,3047,1168,Classensgade,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-28T00:00:00,2011-02-22T00:00:00,MULTIPOINT ((12.583202081156493 55.69689660683389))
baenk_stol_bord.32,3046,1168,Classensgade,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-28T00:00:00,2011-02-22T00:00:00,MULTIPOINT ((12.583200920557953 55.69694636082655))
baenk_stol_bord.33,4506,1204,Dag Hammarskjölds Allé,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,,2010-07-19T00:00:00,MULTIPOINT ((12.583622174503805 55.69371053374723))
baenk_stol_bord.34,4505,1204,Dag Hammarskjölds Allé,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,,2010-07-19T00:00:00,MULTIPOINT ((12.58025728279419 55.69547501588187))
baenk_stol_bord.35,3614,1204,Dag Hammarskjölds Allé,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-22T00:00:00,2013-07-19T13:34:43,MULTIPOINT ((12.58237740628178 55.69432749585617))
baenk_stol_bord.36,3613,1204,Dag Hammarskjölds Allé,,Indre By,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-22T00:00:00,2013-07-19T13:35:06,MULTIPOINT ((12.582528440578487 55.69424979181174))
baenk_stol_bord.37,3611,1204,Dag Hammarskjölds Allé,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-21T00:00:00,2010-07-19T00:00:00,MULTIPOINT ((12.58408965307556 55.69397166835039))
baenk_stol_bord.38,3610,1204,Dag Hammarskjölds Allé,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-21T00:00:00,2010-07-19T00:00:00,MULTIPOINT ((12.584442941942308 55.69378754672771))
baenk_stol_bord.39,3609,1204,Dag Hammarskjölds Allé,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-22T00:00:00,2013-08-23T15:09:23,MULTIPOINT ((12.584383342054265 55.69327353314678))
baenk_stol_bord.40,3042,1204,Dag Hammarskjölds Allé,,Indre By,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-21T00:00:00,2010-07-19T00:00:00,MULTIPOINT ((12.581944453408111 55.695094090544806))
baenk_stol_bord.41,3041,1204,Dag Hammarskjölds Allé,,Indre By,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-21T00:00:00,2011-08-01T15:11:06,MULTIPOINT ((12.581730475408275 55.69521135638846))
baenk_stol_bord.42,3040,1204,Dag Hammarskjölds Allé,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-21T00:00:00,2010-07-19T00:00:00,MULTIPOINT ((12.581500857967976 55.695330422427034))
baenk_stol_bord.43,3039,1204,Dag Hammarskjölds Allé,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-21T00:00:00,2010-07-19T00:00:00,MULTIPOINT ((12.580232156999909 55.69546003260392))
baenk_stol_bord.44,5416,1276,Dantes Plads,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-29T00:00:00,2013-11-18T14:04:16,MULTIPOINT ((12.573338181248712 55.673327617065205))
baenk_stol_bord.45,5415,1276,Dantes Plads,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-29T00:00:00,2013-11-18T14:03:40,MULTIPOINT ((12.573205258143112 55.673390061075814))
baenk_stol_bord.46,5414,1276,Dantes Plads,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-29T00:00:00,2013-11-18T14:03:30,MULTIPOINT ((12.573161434161054 55.67340671289569))
baenk_stol_bord.47,5413,1276,Dantes Plads,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-29T00:00:00,2013-11-18T14:03:18,MULTIPOINT ((12.572984674543186 55.67352827218959))
baenk_stol_bord.48,5412,1276,Dantes Plads,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-29T00:00:00,2013-11-18T14:03:08,MULTIPOINT ((12.572931405854842 55.67354080638975))
baenk_stol_bord.49,5411,1276,Dantes Plads,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2013-11-18T14:06:27,,MULTIPOINT ((12.573616561734653 55.67373754822565))
baenk_stol_bord.50,2859,1276,Dantes Plads,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-29T00:00:00,2010-07-15T00:00:00,MULTIPOINT ((12.573303130190936 55.67341143494365))
baenk_stol_bord.51,2858,1276,Dantes Plads,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-29T00:00:00,2010-07-15T00:00:00,MULTIPOINT ((12.573367996977716 55.67337874141608))
baenk_stol_bord.52,2361,1276,Dantes Plads,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-29T00:00:00,2010-07-15T00:00:00,MULTIPOINT ((12.573432863764511 55.67334605122364))
baenk_stol_bord.53,2359,1276,Dantes Plads,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-29T00:00:00,2010-07-15T00:00:00,MULTIPOINT ((12.573477280004434 55.67329443793868))
baenk_stol_bord.54,2550,1276,Dantes Plads,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-29T00:00:00,2010-07-15T00:00:00,MULTIPOINT ((12.573067295231516 55.67349972714479))
baenk_stol_bord.55,2549,1276,Dantes Plads,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-29T00:00:00,2010-07-15T00:00:00,MULTIPOINT ((12.573161036909816 55.673482138073645))
baenk_stol_bord.56,2548,1276,Dantes Plads,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-29T00:00:00,2010-07-15T00:00:00,MULTIPOINT ((12.573235882176085 55.67344485217776))
baenk_stol_bord.57,5701,3948,A.F. Kriegers Vej,0,Østerbro,"Bænk, anden",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-11-09T12:24:29.329,,MULTIPOINT ((12.584463589873724 55.7025236067109))
baenk_stol_bord.58,5700,3948,A.F. Kriegers Vej,0,Østerbro,"Bænk, anden",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-11-09T12:23:54,,MULTIPOINT ((12.584392400793533 55.70244933783326))
baenk_stol_bord.59,4888,0020,Absalonsgade,0,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Indmålt med GPS,,2010-12-07T00:00:00,MULTIPOINT ((12.554000651383705 55.67166669182799))
baenk_stol_bord.60,4867,0020,Absalonsgade,0,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke fjernet,,Indmålt med GPS,,2010-12-07T00:00:00,MULTIPOINT ((12.553779730782647 55.67213243035396))
baenk_stol_bord.61,4866,0020,Absalonsgade,0,Vesterbro-Kongens Enghave,"Københavnerbænk, ryg mod ryg",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Indmålt med GPS,,2010-12-08T00:00:00,MULTIPOINT ((12.55376893188005 55.67232677391505))
baenk_stol_bord.62,5696,0024,Adelgade,0,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-11-09T11:26:33.652,,MULTIPOINT ((12.586826565607964 55.68748355453913))
baenk_stol_bord.63,5695,0024,Adelgade,0,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-11-09T11:26:33.652,,MULTIPOINT ((12.586674928877969 55.6873071087776))
baenk_stol_bord.64,3735,0074,Aksel Larsens Plads,,Nørrebro,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-01T00:00:00,2010-08-26T00:00:00,MULTIPOINT ((12.541807433555805 55.69885556044314))
baenk_stol_bord.65,3734,0074,Aksel Larsens Plads,,Nørrebro,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-01T00:00:00,2010-08-26T00:00:00,MULTIPOINT ((12.541768153297973 55.698881683915666))
baenk_stol_bord.66,4012,0088,Allersgade,,Nørrebro,"Bænk, anden",Defekt/ødelagt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-01T00:00:00,2010-08-25T00:00:00,MULTIPOINT ((12.546741845066364 55.69690318688751))
baenk_stol_bord.67,4011,0088,Allersgade,,Nørrebro,"Bænk, anden",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-01T00:00:00,2010-08-25T00:00:00,MULTIPOINT ((12.54695292059006 55.69700088727397))
baenk_stol_bord.68,2607,0104,Amager Boulevard,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Udefineret,,2016-09-19T11:33:24.714,MULTIPOINT ((12.586673281791594 55.667993318774094))
baenk_stol_bord.69,2605,0104,Amager Boulevard,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Udefineret,,2018-02-13T09:08:09.469,MULTIPOINT ((12.58490147067205 55.66830501350944))
baenk_stol_bord.70,4474,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:14:35,MULTIPOINT ((12.63205010557628 55.66215765744392))
baenk_stol_bord.71,4470,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:14:40,MULTIPOINT ((12.632947070215053 55.66113455630564))
baenk_stol_bord.72,4469,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:14:46,MULTIPOINT ((12.633643411666235 55.660362848844926))
baenk_stol_bord.73,4468,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:14:53,MULTIPOINT ((12.634079254737937 55.659908946181694))
baenk_stol_bord.74,4467,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:14:58,MULTIPOINT ((12.634154937865365 55.65983999510523))
baenk_stol_bord.75,4466,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:15:02,MULTIPOINT ((12.634866157309643 55.6591197967352))
baenk_stol_bord.76,4465,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:15:14,MULTIPOINT ((12.635328527351861 55.658642881837935))
baenk_stol_bord.77,4464,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:15:19,MULTIPOINT ((12.635877457064103 55.65807879662518))
baenk_stol_bord.78,4463,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:15:24,MULTIPOINT ((12.636393293371874 55.657562608818324))
baenk_stol_bord.79,4462,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:15:29,MULTIPOINT ((12.637382331705593 55.65655127962746))
baenk_stol_bord.80,4461,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:15:34,MULTIPOINT ((12.637806674759615 55.65610658278856))
baenk_stol_bord.81,4460,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:15:39,MULTIPOINT ((12.63801464209375 55.65584603006672))
baenk_stol_bord.82,4459,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:15:44,MULTIPOINT ((12.638277874810202 55.65537053362486))
baenk_stol_bord.83,4458,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:15:55,MULTIPOINT ((12.638786246038887 55.654375898135484))
baenk_stol_bord.84,4457,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:16:01,MULTIPOINT ((12.639233475991032 55.65353117963515))
baenk_stol_bord.85,4456,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Ny/velholdt,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:16:05,MULTIPOINT ((12.639299398232085 55.65340330967492))
baenk_stol_bord.86,4455,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:16:10,MULTIPOINT ((12.63968158452178 55.65268057915117))
baenk_stol_bord.87,4454,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:16:13,MULTIPOINT ((12.640115637920198 55.65186984383712))
baenk_stol_bord.88,4453,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:16:24,MULTIPOINT ((12.64141341102534 55.64936377401581))
baenk_stol_bord.89,4452,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:16:29,MULTIPOINT ((12.642172696387687 55.64832122124956))
baenk_stol_bord.90,4451,0120,Amager Strandvej,,Amager Øst,"Bænk, anden",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Udefineret,2002-11-27T00:00:00,2011-06-23T13:16:34,MULTIPOINT ((12.64334292089054 55.64664770179028))
baenk_stol_bord.91,4300,0110,Amagerbro Torv,,Amager Øst,"Københavnerbænk, rund",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2003-10-29T00:00:00,2011-06-23T13:06:25,MULTIPOINT ((12.60295626977917 55.663678388698294))
baenk_stol_bord.92,5806,0108,Amagerbrogade,,Amager Øst,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2018-04-06T11:29:00.316,,MULTIPOINT ((12.596841134743944 55.66839710766431))
baenk_stol_bord.93,4330,0108,Amagerbrogade,,Amager Øst,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-06-23T13:07:07,MULTIPOINT ((12.60469403265441 55.66087679051227))
baenk_stol_bord.94,4327,0108,Amagerbrogade,,Amager Øst,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2010-07-09T00:00:00,MULTIPOINT ((12.604996015061095 55.660633238239726))
baenk_stol_bord.95,4326,0108,Amagerbrogade,,Amager Øst,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2010-07-09T00:00:00,MULTIPOINT ((12.605034368174108 55.660603426198286))
baenk_stol_bord.96,4325,0108,Amagerbrogade,,Amager Øst,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2010-07-09T00:00:00,MULTIPOINT ((12.605072574544778 55.66057361415675))
baenk_stol_bord.97,5139,0108,Amagerbrogade,0,Amager Øst,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2012-10-25T11:22:30,,MULTIPOINT ((12.604719326435779 55.66085589549628))
baenk_stol_bord.98,5802,0108,Amagerbrogade,,Amager Øst,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2018-04-06T11:21:07.594,,MULTIPOINT ((12.5990477991924 55.66614166795284))
baenk_stol_bord.99,5801,0108,Amagerbrogade,,Amager Øst,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2018-04-06T11:21:07.594,,MULTIPOINT ((12.59902940684086 55.66617354112819))
baenk_stol_bord.100,5800,0108,Amagerbrogade,,Amager Øst,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2018-04-06T11:12:51.245,2018-04-06T11:17:15.615,MULTIPOINT ((12.599924333021358 55.665262703962554))
