FID,id,vejkode,vejnavn,park_id,bydel,udstyr_type,tilstand,placering,foto,driftsopgave,fjernet,bemaerkning,reg_metode,reg_dato,rettet_dato,wkb_geometry
baenk_stol_bord.1611,5625,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Udefineret,2016-02-16T13:05:09.724,2016-07-29T13:59:53.527,MULTIPOINT ((12.590843999518746 55.67231081384699))
baenk_stol_bord.1612,5626,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Udefineret,2016-02-16T13:05:18.959,2016-07-29T13:59:39.401,MULTIPOINT ((12.590789510417485 55.67227935775506))
baenk_stol_bord.1613,5627,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Udefineret,2016-02-16T13:05:28.287,2016-07-29T13:59:21.651,MULTIPOINT ((12.590720585845268 55.67224054748145))
baenk_stol_bord.1614,5628,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Udefineret,2016-02-16T13:05:32.178,2016-07-29T13:59:05.791,MULTIPOINT ((12.590672959100088 55.672208890364935))
baenk_stol_bord.1615,4519,5368,Overgaden oven Vandet,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,,2010-07-13T00:00:00,MULTIPOINT ((12.596315936259034 55.675675033439674))
baenk_stol_bord.1616,4518,5368,Overgaden oven Vandet,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,,2010-07-13T00:00:00,MULTIPOINT ((12.596490977181857 55.675768741508364))
baenk_stol_bord.1617,4517,5368,Overgaden oven Vandet,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,,2010-07-13T00:00:00,MULTIPOINT ((12.596649634434087 55.67584915232075))
baenk_stol_bord.1618,4516,5368,Overgaden oven Vandet,0,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,,2010-07-13T00:00:00,MULTIPOINT ((12.596766428940954 55.675946170978456))
baenk_stol_bord.1619,4515,5368,Overgaden oven Vandet,0,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,,2010-07-13T00:00:00,MULTIPOINT ((12.596945305806477 55.676051657211396))
baenk_stol_bord.1620,4514,5368,Overgaden oven Vandet,0,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,,2010-07-13T00:00:00,MULTIPOINT ((12.59710288203153 55.676144052450155))
baenk_stol_bord.1621,4513,5368,Overgaden oven Vandet,0,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,,2010-07-13T00:00:00,MULTIPOINT ((12.597236020022542 55.67625021591524))
baenk_stol_bord.1622,4512,5368,Overgaden oven Vandet,0,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,,2010-07-13T00:00:00,MULTIPOINT ((12.597386607910362 55.67636423879861))
baenk_stol_bord.1623,4511,5368,Overgaden oven Vandet,0,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,,2010-07-13T00:00:00,MULTIPOINT ((12.597569890191723 55.67645896194564))
baenk_stol_bord.1624,4510,5368,Overgaden oven Vandet,0,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,,2010-07-13T00:00:00,MULTIPOINT ((12.59771098884124 55.67656263472973))
baenk_stol_bord.1625,4509,5368,Overgaden oven Vandet,0,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,,2010-07-13T00:00:00,MULTIPOINT ((12.597790592332283 55.67665258314076))
baenk_stol_bord.1626,3343,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-20T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.591490236411584 55.6726922673788))
baenk_stol_bord.1627,3342,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-20T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.5916521866001 55.67279809529014))
baenk_stol_bord.1628,3341,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-20T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.591681481708335 55.67281725517131))
baenk_stol_bord.1629,2901,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-13T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.59028594866307 55.67197854596246))
baenk_stol_bord.1630,2900,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-13T00:00:00,2010-07-12T00:00:00,MULTIPOINT ((12.589375719234566 55.671427264987166))
baenk_stol_bord.1631,2899,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-13T00:00:00,2010-07-12T00:00:00,MULTIPOINT ((12.588979128035712 55.67118264549772))
baenk_stol_bord.1632,2942,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-19T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.59198361085737 55.673010554860554))
baenk_stol_bord.1633,2941,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-19T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.592006782807728 55.67302419856359))
baenk_stol_bord.1634,2940,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-19T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.592316355795742 55.67321689460821))
baenk_stol_bord.1635,2939,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-19T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.594010055946708 55.674245992004735))
baenk_stol_bord.1636,2938,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-19T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.59430700909301 55.674420692101684))
baenk_stol_bord.1637,2937,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-19T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.594476923388811 55.67452293149564))
baenk_stol_bord.1638,2936,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-19T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.59468437704461 55.67464776254065))
baenk_stol_bord.1639,2935,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-19T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.594869645925824 55.674771019440506))
baenk_stol_bord.1640,2934,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-19T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.595086597813442 55.67490906730166))
baenk_stol_bord.1641,2933,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-19T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.595496275761445 55.67514489559054))
baenk_stol_bord.1642,2932,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-19T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.595650528646946 55.675242832765804))
baenk_stol_bord.1643,2931,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-19T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.59582042960252 55.67534740669702))
baenk_stol_bord.1644,2625,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-13T00:00:00,2010-07-12T00:00:00,MULTIPOINT ((12.588449434859454 55.67085631720253))
baenk_stol_bord.1645,2623,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-13T00:00:00,2010-07-12T00:00:00,MULTIPOINT ((12.587599563225663 55.67034452992839))
baenk_stol_bord.1646,2622,5368,Overgaden oven Vandet,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-13T00:00:00,2010-07-12T00:00:00,MULTIPOINT ((12.587783664838225 55.67045714467311))
baenk_stol_bord.1647,4365,5384,Oxford Allé,,Amager Vest,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-10T00:00:00,2010-07-02T00:00:00,MULTIPOINT ((12.612528936689417 55.649651806929214))
baenk_stol_bord.1648,4248,5408,Panumsvej,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-18T00:00:00,2011-01-14T00:00:00,MULTIPOINT ((12.497966649991714 55.66282428159741))
baenk_stol_bord.1649,4247,5408,Panumsvej,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-18T00:00:00,2011-01-14T00:00:00,MULTIPOINT ((12.498191889486788 55.66267174626442))
baenk_stol_bord.1650,3472,5408,Panumsvej,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-18T00:00:00,2011-01-14T00:00:00,MULTIPOINT ((12.49786451398423 55.662904773108835))
baenk_stol_bord.1651,4279,5452,Peder Lykkes Vej,,Amager Vest,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-27T00:00:00,2010-06-30T00:00:00,MULTIPOINT ((12.597599283753826 55.655043798965245))
baenk_stol_bord.1652,4278,5452,Peder Lykkes Vej,,Amager Vest,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Indmålt med GPS,2001-07-27T00:00:00,2010-06-30T00:00:00,MULTIPOINT ((12.599267484087234 55.654447523951255))
baenk_stol_bord.1653,4277,5452,Peder Lykkes Vej,,Amager Vest,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke fjernet,,Indmålt med GPS,2001-07-27T00:00:00,2010-06-30T00:00:00,MULTIPOINT ((12.599222087341634 55.654456976117615))
baenk_stol_bord.1654,4276,5452,Peder Lykkes Vej,,Amager Vest,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-27T00:00:00,2010-06-30T00:00:00,MULTIPOINT ((12.599734698374863 55.654680941204965))
baenk_stol_bord.1655,4275,5452,Peder Lykkes Vej,,Amager Vest,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-27T00:00:00,2010-06-30T00:00:00,MULTIPOINT ((12.60000967351987 55.654619686280846))
baenk_stol_bord.1656,5429,7472,Tingvej,0,Amager Vest,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2013-11-11T14:33:30,2016-12-01T11:43:07.449,MULTIPOINT ((12.601148130197124 55.65659172189766))
baenk_stol_bord.1657,5729,7472,Tingvej,,Amager Vest,Bord,Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2016-11-28T12:54:28.342,,MULTIPOINT ((12.601149908559568 55.656600021087186))
baenk_stol_bord.1658,5428,7472,Tingvej,0,Amager Vest,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2013-11-11T14:34:18,2016-12-01T11:34:16.678,MULTIPOINT ((12.601144235587865 55.65661302174962))
baenk_stol_bord.1659,4224,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2009-02-01T00:00:00,2010-12-22T00:00:00,MULTIPOINT ((12.518254186208926 55.661138632258925))
baenk_stol_bord.1660,4223,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2009-02-01T00:00:00,2010-12-22T00:00:00,MULTIPOINT ((12.518238731571913 55.66108097252244))
baenk_stol_bord.1661,4222,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2009-02-01T00:00:00,2010-12-22T00:00:00,MULTIPOINT ((12.518266122364698 55.66120677740301))
baenk_stol_bord.1662,4215,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.517289878848906 55.66238927724818))
baenk_stol_bord.1663,4214,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.51722508876834 55.66239634089108))
baenk_stol_bord.1664,4213,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.516993912878384 55.6623666022209))
baenk_stol_bord.1665,4412,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.516885523645957 55.66231613952937))
baenk_stol_bord.1666,4409,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.517007246421489 55.662137043832054))
baenk_stol_bord.1667,4408,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.516967265802474 55.66211527927425))
baenk_stol_bord.1668,4407,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.517028390659453 55.66209354139675))
baenk_stol_bord.1669,4400,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.51747936990762 55.66218044955062))
baenk_stol_bord.1670,4399,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.517482488182466 55.66214741584771))
baenk_stol_bord.1671,4398,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.517136139561638 55.66196968085219))
baenk_stol_bord.1672,4397,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.517102899085344 55.661938934995824))
baenk_stol_bord.1673,4396,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.51715979509474 55.66192419072517))
baenk_stol_bord.1674,4395,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.517487967675036 55.66206604721727))
baenk_stol_bord.1675,4394,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.517488721397086 55.66201170585879))
baenk_stol_bord.1676,4393,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.517230301456676 55.6618821590484))
baenk_stol_bord.1677,4392,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.51750662062817 55.6620379527282))
baenk_stol_bord.1678,4391,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.51724773711534 55.661855165126944))
baenk_stol_bord.1679,4390,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.51737073721631 55.661903783533994))
baenk_stol_bord.1680,4389,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.517303722655178 55.661870179536926))
baenk_stol_bord.1681,4388,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.517374505826536 55.6618710099652))
baenk_stol_bord.1682,3758,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.517431902093922 55.661879887877035))
baenk_stol_bord.1683,3757,7528,Toftegårds Plads,,Valby,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-17T00:00:00,2011-01-05T00:00:00,MULTIPOINT ((12.517494104173126 55.66188364981711))
baenk_stol_bord.1684,3934,7548,Tomsgårdsvej,,Bispebjerg,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-11T00:00:00,2010-10-20T00:00:00,MULTIPOINT ((12.52707646612564 55.70944106632368))
baenk_stol_bord.1685,3933,7548,Tomsgårdsvej,,Bispebjerg,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-11T00:00:00,2010-10-20T00:00:00,MULTIPOINT ((12.528215246757163 55.71027795792857))
baenk_stol_bord.1686,3932,7548,Tomsgårdsvej,,Bispebjerg,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-11T00:00:00,2010-10-20T00:00:00,MULTIPOINT ((12.528524059353035 55.71013441056431))
baenk_stol_bord.1687,2930,7592,Torvegade,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-11T00:00:00,2016-07-29T14:50:28.29,MULTIPOINT ((12.59626213740248 55.66935326870807))
baenk_stol_bord.1688,2902,7592,Torvegade,,Indre By,"Københavnerbænk, rund",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2009-01-02T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.591793402962464 55.67201150823639))
baenk_stol_bord.1689,2928,7592,Torvegade,,Indre By,Plint,Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-04T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.595817334673052 55.669558221073764))
baenk_stol_bord.1690,2927,7592,Torvegade,,Indre By,Plint,Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-04T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.595723392891559 55.669701461613066))
baenk_stol_bord.1691,2926,7592,Torvegade,,Indre By,Plint,Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-04T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.595151911497373 55.67044801662975))
baenk_stol_bord.1692,2925,7592,Torvegade,,Indre By,Plint,Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-04T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.594900848684553 55.670658751977825))
baenk_stol_bord.1693,2924,7592,Torvegade,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-04T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.594627534396075 55.67088281753397))
baenk_stol_bord.1694,2923,7592,Torvegade,,Indre By,Plint,Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-04T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.594221058099235 55.67068026974194))
baenk_stol_bord.1695,2922,7592,Torvegade,,Indre By,Plint,Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-04T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.594483806938841 55.670491105518664))
baenk_stol_bord.1696,2921,7592,Torvegade,,Indre By,Plint,Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-04T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.594709109799934 55.67029767909723))
baenk_stol_bord.1697,2920,7592,Torvegade,,Indre By,Plint,Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-04T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.594909106276539 55.67010120777218))
baenk_stol_bord.1698,2919,7592,Torvegade,,Indre By,Plint,Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-04T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.595084423358694 55.669875888236))
baenk_stol_bord.1699,2918,7592,Torvegade,,Indre By,Plint,Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-04T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.595218252377721 55.669653530227166))
baenk_stol_bord.1700,3510,7603,Tove Ditlevsens Plads,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-26T00:00:00,2010-11-23T00:00:00,MULTIPOINT ((12.54556148918689 55.66919106842263))
baenk_stol_bord.1701,3509,7603,Tove Ditlevsens Plads,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-26T00:00:00,2010-11-23T00:00:00,MULTIPOINT ((12.545523076042926 55.669211902500585))
baenk_stol_bord.1702,3508,7603,Tove Ditlevsens Plads,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-26T00:00:00,2010-11-23T00:00:00,MULTIPOINT ((12.545615136854352 55.669183387794774))
baenk_stol_bord.1703,3507,7603,Tove Ditlevsens Plads,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-26T00:00:00,2010-11-23T00:00:00,MULTIPOINT ((12.545545961178698 55.66927874363882))
baenk_stol_bord.1704,3506,7603,Tove Ditlevsens Plads,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-26T00:00:00,2010-11-23T00:00:00,MULTIPOINT ((12.545606639138542 55.669292480723364))
baenk_stol_bord.1705,3661,7644,Trianglen,,Østerbro,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-22T00:00:00,2010-09-10T00:00:00,MULTIPOINT ((12.577324683955966 55.699340387137475))
baenk_stol_bord.1706,3258,7644,Trianglen,,Østerbro,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-22T00:00:00,2010-09-10T00:00:00,MULTIPOINT ((12.577315766023423 55.699252751941835))
baenk_stol_bord.1707,3257,7644,Trianglen,,Østerbro,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-22T00:00:00,2010-09-10T00:00:00,MULTIPOINT ((12.577268241513824 55.69925360905053))
